season,week,home,away,neutral,home_sp,away_sp,sp_diff,home_open_spread,home_open_ml,away_open_ml,home_points,away_points,home_win
2020,1,Southern Miss,South Alabama,0,-7.9,-11.3,3.4,,,,21,32,0
2020,1,Army,Middle Tennessee,0,2.7,-11.7,14.4,,,,42,0,1
2020,1,Texas State,SMU,0,-13.4,9.2,-22.6,,,,24,31,0
2020,1,Memphis,Arkansas State,0,5.7,-6.5,12.2,,,,37,24,1
2020,1,Navy,BYU,0,-9.3,19.2,-28.5,,,,3,55,0
2020,2,Miami,UAB,0,12.8,6.3,6.5,,,,31,14,1
2020,2,North Carolina,Syracuse,0,18,-9.8,27.8,,,,31,6,1
2020,2,App State,Charlotte,0,10.3,-6.6,16.9,,,,35,20,1
2020,2,Kansas State,Arkansas State,0,2,-6.5,8.5,,,,31,35,0
2020,2,Iowa State,Louisiana,0,13.3,8.1,5.2,,,,14,31,0
2020,2,Army,UL Monroe,0,2.7,-18.4,21.1,,,,37,7,1
2020,2,Notre Dame,Duke,0,21,-4.2,25.2,,,,27,13,1
2020,2,Texas State,UTSA,0,-13.4,-9.6,-3.8,,,,48,51,0
2020,2,Florida State,Georgia Tech,0,-4.9,-1,-3.9,,,,13,16,0
2020,2,South Alabama,Tulane,0,-11.3,4.2,-15.5,,,,24,27,0
2020,2,Wake Forest,Clemson,0,0.8,26.1,-25.3,,,,13,37,0
2020,2,Texas,UTEP,0,9.7,-18.6,28.3,,,,59,3,1
2020,2,Louisville,Western Kentucky,0,6.5,-3.2,9.7,,,,35,21,1
2020,2,Kansas,Coastal Carolina,0,-16.3,6.6,-22.9,,,,23,38,0
2020,3,Western Kentucky,Liberty,0,-3.2,6.5,-9.7,,,,24,30,0
2020,3,Pittsburgh,Syracuse,0,6,-9.8,15.8,,,,21,10,1
2020,3,Oklahoma State,Tulsa,0,14.2,5.6,8.6,,,,16,7,1
2020,3,Georgia State,Louisiana,0,-5.7,8.1,-13.8,,,,31,34,0
2020,3,Tulane,Navy,0,4.2,-9.3,13.5,,,,24,27,0
2020,3,Duke,Boston College,0,-4.2,0.9,-5.1,,,,6,26,0
2020,3,Notre Dame,South Florida,0,21,-11.4,32.4,,,,52,0,1
2020,3,Marshall,App State,0,9.5,10.3,-0.8,,,,17,7,1
2020,3,Georgia Tech,UCF,0,-1,13.6,-14.6,,,,21,49,0
2020,3,Middle Tennessee,Troy,0,-11.7,2.3,-14.0,,,,14,47,0
2020,3,North Texas,SMU,0,-8,9.2,-17.2,,,,35,65,0
2020,3,Southern Miss,Louisiana Tech,0,-7.9,-7,-0.9,,,,30,31,0
2020,3,Louisville,Miami,0,6.5,12.8,-6.3,,,,34,47,0
2020,3,UL Monroe,Texas State,0,-18.4,-13.4,-5.0,,,,17,38,0
2020,3,NC State,Wake Forest,0,0,0.8,-0.8,,,,45,42,1
2020,4,South Alabama,UAB,0,-11.3,6.3,-17.6,,,,10,42,0
2020,4,UTSA,Middle Tennessee,0,-9.6,-11.7,2.1,,,,37,35,1
2020,4,East Carolina,UCF,0,-11,13.6,-24.6,,,,28,51,0
2020,4,Ole Miss,Florida,0,4.8,19.8,-15.0,,,,35,51,0
2020,4,Pittsburgh,Louisville,0,6,6.5,-0.5,,,,23,20,1
2020,4,Syracuse,Georgia Tech,0,-9.8,-1,-8.8,,,,37,20,1
2020,4,Auburn,Kentucky,0,12.6,2.2,10.4,,,,29,13,1
2020,4,Louisiana,Georgia Southern,0,8.1,0.2,7.9,,,,20,18,1
2020,4,Oklahoma,Kansas State,0,17.8,2,15.8,,,,35,38,0
2020,4,Liberty,Florida International,0,6.5,-10.7,17.2,,,,36,34,1
2020,4,TCU,Iowa State,0,1.6,13.3,-11.7,,,,34,37,0
2020,4,LSU,Mississippi State,0,6,-1.4,7.4,,,,34,44,0
2020,4,Cincinnati,Army,0,18.6,2.7,15.9,,,,24,10,1
2020,4,Texas Tech,Texas,0,-4.2,9.7,-13.9,,,,56,63,0
2020,4,Oklahoma State,West Virginia,0,14.2,8.5,5.7,,,,27,13,1
2020,4,UL Monroe,UTEP,0,-18.4,-18.6,0.2,,,,6,31,0
2020,4,Arkansas,Georgia,0,1.6,19.1,-17.5,,,,10,37,0
2020,4,Virginia,Duke,0,0.9,-4.2,5.1,,,,38,20,1
2020,4,Boston College,Texas State,0,0.9,-13.4,14.3,,,,24,21,1
2020,4,Missouri,Alabama,0,-1,28.3,-29.3,,,,19,38,0
2020,4,Southern Miss,Tulane,0,-7.9,4.2,-12.1,,,,24,66,0
2020,4,Baylor,Kansas,0,1.3,-16.3,17.6,,,,47,14,1
2020,4,Miami,Florida State,0,12.8,-4.9,17.7,,,,52,10,1
2020,4,Texas A&M,Vanderbilt,0,16.2,-16.8,33.0,,,,17,12,1
2020,4,South Carolina,Tennessee,0,-2.4,0.9,-3.3,,,,27,31,0
2020,4,Virginia Tech,NC State,0,13.7,0,13.7,,,,45,24,1
2020,4,BYU,Troy,0,19.2,2.3,16.9,,,,48,7,1
2020,5,BYU,Louisiana Tech,0,19.2,-7,26.2,,,,45,14,1
2020,5,Tennessee,Missouri,0,0.9,-1,1.9,,,,35,12,1
2020,5,Georgia State,East Carolina,0,-5.7,-11,5.3,,,,49,29,1
2020,5,Coastal Carolina,Arkansas State,0,6.6,-6.5,13.1,,,,52,23,1
2020,5,Florida,South Carolina,0,19.8,-2.4,22.2,,,,38,24,1
2020,5,Pittsburgh,NC State,0,6,0,6,,,,29,30,0
2020,5,West Virginia,Baylor,0,8.5,1.3,7.2,,,,27,21,1
2020,5,Texas,TCU,0,9.7,1.6,8.1,,,,31,33,0
2020,5,UAB,UTSA,0,6.3,-9.6,15.9,,,,21,13,1
2020,5,Cincinnati,South Florida,0,18.6,-11.4,30.0,,,,28,7,1
2020,5,SMU,Memphis,0,9.2,5.7,3.5,,,,30,27,1
2020,5,Boston College,North Carolina,0,0.9,18,-17.1,,,,22,26,0
2020,5,Kansas State,Texas Tech,0,2,-4.2,6.2,,,,31,21,1
2020,5,Alabama,Texas A&M,0,28.3,16.2,12.1,,,,52,24,1
2020,5,Kansas,Oklahoma State,0,-16.3,14.2,-30.5,,,,7,47,0
2020,5,Kentucky,Ole Miss,0,2.2,4.8,-2.6,,,,41,42,0
2020,5,Duke,Virginia Tech,0,-4.2,13.7,-17.9,,,,31,38,0
2020,5,Florida Atlantic,Charlotte,0,-0.3,-6.6,6.3,,,,21,17,1
2020,5,Middle Tennessee,Western Kentucky,0,-11.7,-3.2,-8.5,,,,17,20,0
2020,5,Air Force,Navy,0,-5.6,-9.3,3.7,,,,40,7,1
2020,5,UL Monroe,Georgia Southern,0,-18.4,0.2,-18.6,,,,30,35,0
2020,5,Vanderbilt,LSU,0,-16.8,6,-22.8,,,,7,41,0
2020,5,UCF,Tulsa,0,13.6,5.6,8.0,,,,26,34,0
2020,5,Iowa State,Oklahoma,0,13.3,17.8,-4.5,,,,37,30,1
2020,5,Georgia,Auburn,0,19.1,12.6,6.5,,,,27,6,1
2020,5,North Texas,Southern Miss,0,-8,-7.9,-0.1,,,,31,41,0
2020,5,Mississippi State,Arkansas,0,-1.4,1.6,-3.0,,,,14,21,0
2020,5,Clemson,Virginia,0,26.1,0.9,25.2,,,,41,23,1
2020,6,Houston,Tulane,0,3.3,4.2,-0.9,,,,49,31,1
2020,6,Georgia Tech,Louisville,0,-1,6.5,-7.5,,,,46,27,1
2020,6,Vanderbilt,South Carolina,0,-16.8,-2.4,-14.4,,,,7,41,0
2020,6,Oklahoma,Texas,1,17.8,9.7,8.1,,,,53,45,1
2020,6,Texas A&M,Florida,0,16.2,19.8,-3.6,,,,41,38,1
2020,6,LSU,Missouri,0,6,-1,7,,,,41,45,0
2020,6,Liberty,UL Monroe,0,6.5,-18.4,24.9,,,,40,7,1
2020,6,North Carolina,Virginia Tech,0,18,13.7,4.3,,,,56,45,1
2020,6,Virginia,NC State,0,0.9,0,0.9,,,,21,38,0
2020,6,Syracuse,Duke,0,-9.8,-4.2,-5.6,,,,24,38,0
2020,6,BYU,UTSA,0,19.2,-9.6,28.8,,,,27,20,1
2020,6,Troy,Texas State,0,2.3,-13.4,15.7,,,,37,17,1
2020,6,Iowa State,Texas Tech,0,13.3,-4.2,17.5,,,,31,15,1
2020,6,Georgia,Tennessee,0,19.1,0.9,18.2,,,,44,21,1
2020,6,Florida International,Middle Tennessee,0,-10.7,-11.7,1.0,,,,28,31,0
2020,6,Auburn,Arkansas,0,12.6,1.6,11.0,,,,30,28,1
2020,6,Boston College,Pittsburgh,0,0.9,6,-5.1,,,,31,30,1
2020,6,TCU,Kansas State,0,1.6,2,-0.4,,,,14,21,0
2020,6,Navy,Temple,0,-9.3,-10,0.7,,,,31,29,1
2020,6,South Florida,East Carolina,0,-11.4,-11,-0.4,,,,24,44,0
2020,6,Louisiana Tech,UTEP,0,-7,-18.6,11.6,,,,21,17,1
2020,6,Western Kentucky,Marshall,0,-3.2,9.5,-12.7,,,,14,38,0
2020,6,Ole Miss,Alabama,0,4.8,28.3,-23.5,,,,48,63,0
2020,6,Clemson,Miami,0,26.1,12.8,13.3,,,,42,17,1
2020,6,Notre Dame,Florida State,0,21,-4.9,25.9,,,,42,26,1
2020,6,Kentucky,Mississippi State,0,2.2,-1.4,3.6,,,,24,2,1
2020,6,North Texas,Charlotte,0,-8,-6.6,-1.4,,,,21,49,0
2020,7,Louisiana,Coastal Carolina,0,8.1,6.6,1.5,,,,27,30,0
2020,7,Arkansas State,Georgia State,0,-6.5,-5.7,-0.8,,,,59,52,1
2020,7,Tulane,SMU,0,4.2,9.2,-5.0,,,,34,37,0
2020,7,Houston,BYU,0,3.3,19.2,-15.9,,,,26,43,0
2020,7,West Virginia,Kansas,0,8.5,-16.3,24.8,,,,38,17,1
2020,7,Temple,South Florida,0,-10,-11.4,1.4,,,,39,37,1
2020,7,Georgia Tech,Clemson,0,-1,26.1,-27.1,,,,7,73,0
2020,7,South Alabama,Texas State,0,-11.3,-13.4,2.1,,,,30,20,1
2020,7,Syracuse,Liberty,0,-9.8,6.5,-16.3,,,,21,38,0
2020,7,East Carolina,Navy,0,-11,-9.3,-1.7,,,,23,27,0
2020,7,South Carolina,Auburn,0,-2.4,12.6,-15.0,,,,30,22,1
2020,7,Tennessee,Kentucky,0,0.9,2.2,-1.3,,,,7,34,0
2020,7,Miami,Pittsburgh,0,12.8,6,6.8,,,,31,19,1
2020,7,UTSA,Army,0,-9.6,2.7,-12.3,,,,16,28,0
2020,7,UAB,Western Kentucky,0,6.3,-3.2,9.5,,,,37,14,1
2020,7,Notre Dame,Louisville,0,21,6.5,14.5,,,,12,7,1
2020,7,Memphis,UCF,0,5.7,13.6,-7.9,,,,50,49,1
2020,7,Arkansas,Ole Miss,0,1.6,4.8,-3.2,,,,33,21,1
2020,7,NC State,Duke,0,0,-4.2,4.2,,,,31,20,1
2020,7,Georgia Southern,Massachusetts,0,0.2,-31.3,31.5,,,,41,0,1
2020,7,Wake Forest,Virginia,0,0.8,0.9,-0.1,,,,40,23,1
2020,7,Mississippi State,Texas A&M,0,-1.4,16.2,-17.6,,,,14,28,0
2020,7,Middle Tennessee,North Texas,0,-11.7,-8,-3.7,,,,35,52,0
2020,7,Louisiana Tech,Marshall,0,-7,9.5,-16.5,,,,17,35,0
2020,7,Florida State,North Carolina,0,-4.9,18,-22.9,,,,31,28,1
2020,7,Alabama,Georgia,0,28.3,19.1,9.2,,,,41,24,1
2020,7,Virginia Tech,Boston College,0,13.7,0.9,12.8,,,,40,14,1
2020,8,App State,Arkansas State,0,10.3,-6.5,16.8,,,,45,17,1
2020,8,South Florida,Tulsa,0,-11.4,5.6,-17.0,,,,13,42,0
2020,8,UAB,Louisiana,0,6.3,8.1,-1.8,,,,20,24,0
2020,8,Wisconsin,Illinois,0,26.5,-5.4,31.9,,,,45,7,1
2020,8,North Carolina,NC State,0,18,0,18,,,,48,21,1
2020,8,TCU,Oklahoma,0,1.6,17.8,-16.2,,,,14,33,0
2020,8,Ohio State,Nebraska,0,28.4,7.7,20.7,,,,52,17,1
2020,8,Memphis,Temple,0,5.7,-10,15.7,,,,41,29,1
2020,8,Ole Miss,Auburn,0,4.8,12.6,-7.8,,,,28,35,0
2020,8,Michigan State,Rutgers,0,-2.4,-10.5,8.1,,,,27,38,0
2020,8,Charlotte,UTEP,0,-6.6,-18.6,12.0,,,,38,28,1
2020,8,Louisville,Florida State,0,6.5,-4.9,11.4,,,,48,16,1
2020,8,Clemson,Syracuse,0,26.1,-9.8,35.9,,,,47,21,1
2020,8,Kansas State,Kansas,0,2,-16.3,18.3,,,,55,14,1
2020,8,Coastal Carolina,Georgia Southern,0,6.6,0.2,6.4,,,,28,14,1
2020,8,Liberty,Southern Miss,0,6.5,-7.9,14.4,,,,56,35,1
2020,8,UCF,Tulane,0,13.6,4.2,9.4,,,,51,34,1
2020,8,Marshall,Florida Atlantic,0,9.5,-0.3,9.8,,,,20,9,1
2020,8,Navy,Houston,0,-9.3,3.3,-12.6,,,,21,37,0
2020,8,Texas,Baylor,0,9.7,1.3,8.4,,,,27,16,1
2020,8,Rice,Middle Tennessee,0,-9.2,-11.7,2.5,,,,34,40,0
2020,8,Tennessee,Alabama,0,0.9,28.3,-27.4,,,,17,48,0
2020,8,Oklahoma State,Iowa State,0,14.2,13.3,0.9,,,,24,21,1
2020,8,Wake Forest,Virginia Tech,0,0.8,13.7,-12.9,,,,23,16,1
2020,8,Indiana,Penn State,0,11.2,13.9,-2.7,,,,36,35,1
2020,8,Purdue,Iowa,0,5.9,16.3,-10.4,,,,24,20,1
2020,8,Pittsburgh,Notre Dame,0,6,21,-15,,,,3,45,0
2020,8,Boston College,Georgia Tech,0,0.9,-1,1.9,,,,48,27,1
2020,8,Missouri,Kentucky,0,-1,2.2,-3.2,,,,20,10,1
2020,8,Troy,Georgia State,0,2.3,-5.7,8.0,,,,34,36,0
2020,8,Texas Tech,West Virginia,0,-4.2,8.5,-12.7,,,,34,27,1
2020,8,LSU,South Carolina,0,6,-2.4,8.4,,,,52,24,1
2020,8,South Alabama,UL Monroe,0,-11.3,-18.4,7.1,,,,38,14,1
2020,8,Boise State,Utah State,0,6.7,-16.7,23.4,,,,42,13,1
2020,8,Nevada,Wyoming,0,1.9,-2.5,4.4,,,,37,34,1
2020,8,Minnesota,Michigan,0,4.7,10.7,-6.0,,,,24,49,0
2020,8,Northwestern,Maryland,0,9,-0.1,9.1,,,,43,3,1
2020,8,Fresno State,Hawai'i,0,-5.5,-7.1,1.6,,,,19,34,0
2020,8,Miami,Virginia,0,12.8,0.9,11.9,,,,19,14,1
2020,8,UTSA,Louisiana Tech,0,-9.6,-7,-2.6,,,,27,26,1
2020,8,SMU,Cincinnati,0,9.2,18.6,-9.4,,,,13,42,0
2020,8,BYU,Texas State,0,19.2,-13.4,32.6,,,,52,14,1
2020,8,San José State,Air Force,0,0.1,-5.6,5.7,,,,17,6,1
2020,8,San Diego State,UNLV,0,5.3,-19.7,25.0,,,,34,6,1
2020,9,Georgia Southern,South Alabama,0,0.2,-11.3,11.5,,,,24,17,1
2020,9,Fresno State,Colorado State,0,-5.5,-6.5,1.0,,,,38,17,1
2020,9,Maryland,Minnesota,0,-0.1,4.7,-4.8,,,,45,44,1
2020,9,Tulsa,East Carolina,0,5.6,-11,16.6,,,,34,30,1
2020,9,Wyoming,Hawai'i,0,-2.5,-7.1,4.6,,,,31,7,1
2020,9,Clemson,Boston College,0,26.1,0.9,25.2,,,,34,28,1
2020,9,Syracuse,Wake Forest,0,-9.8,0.8,-10.6,,,,14,38,0
2020,9,Kansas,Iowa State,0,-16.3,13.3,-29.6,,,,22,52,0
2020,9,Georgia State,Coastal Carolina,0,-5.7,6.6,-12.3,,,,0,51,0
2020,9,Illinois,Purdue,0,-5.4,5.9,-11.3,,,,24,31,0
2020,9,Cincinnati,Memphis,0,18.6,5.7,12.9,,,,49,10,1
2020,9,West Virginia,Kansas State,0,8.5,2,6.5,,,,37,10,1
2020,9,Tulane,Temple,0,4.2,-10,14.2,,,,38,3,1
2020,9,Kentucky,Georgia,0,2.2,19.1,-16.9,,,,3,14,0
2020,9,Michigan,Michigan State,0,10.7,-2.4,13.1,,,,24,27,0
2020,9,Florida Atlantic,UTSA,0,-0.3,-9.6,9.3,,,,24,3,1
2020,9,Houston,UCF,0,3.3,13.6,-10.3,,,,21,44,0
2020,9,Arkansas State,Troy,0,-6.5,2.3,-8.8,,,,10,38,0
2020,9,Southern Miss,Rice,0,-7.9,-9.2,1.3,,,,6,30,0
2020,9,Louisiana Tech,UAB,0,-7,6.3,-13.3,,,,37,34,1
2020,9,Baylor,TCU,0,1.3,1.6,-0.3,,,,23,33,0
2020,9,Georgia Tech,Notre Dame,0,-1,21,-22,,,,13,31,0
2020,9,Auburn,LSU,0,12.6,6,6.6,,,,48,11,1
2020,9,Iowa,Northwestern,0,16.3,9,7.3,,,,20,21,0
2020,9,Rutgers,Indiana,0,-10.5,11.2,-21.7,,,,21,37,0
2020,9,Oklahoma State,Texas,0,14.2,9.7,4.5,,,,34,41,0
2020,9,UL Monroe,App State,0,-18.4,10.3,-28.7,,,,13,31,0
2020,9,Vanderbilt,Ole Miss,0,-16.8,4.8,-21.6,,,,21,54,0
2020,9,Louisville,Virginia Tech,0,6.5,13.7,-7.2,,,,35,42,0
2020,9,Air Force,Boise State,0,-5.6,6.7,-12.3,,,,30,49,0
2020,9,New Mexico,San José State,0,-15,0.1,-15.1,,,,21,38,0
2020,9,Duke,Charlotte,0,-4.2,-6.6,2.4,,,,53,19,1
2020,9,Alabama,Mississippi State,0,28.3,-1.4,29.7,,,,41,0,1
2020,9,SMU,Navy,0,9.2,-9.3,18.5,,,,51,37,1
2020,9,Florida,Missouri,0,19.8,-1,20.8,,,,41,17,1
2020,9,Texas A&M,Arkansas,0,16.2,1.6,14.6,,,,42,31,1
2020,9,Penn State,Ohio State,0,13.9,28.4,-14.5,,,,25,38,0
2020,9,Texas Tech,Oklahoma,0,-4.2,17.8,-22.0,,,,28,62,0
2020,9,Texas State,Louisiana,0,-13.4,8.1,-21.5,,,,34,44,0
2020,9,Virginia,North Carolina,0,0.9,18,-17.1,,,,44,41,1
2020,9,Utah State,San Diego State,0,-16.7,5.3,-22.0,,,,7,38,0
2020,9,BYU,Western Kentucky,0,19.2,-3.2,22.4,,,,41,10,1
2020,9,UNLV,Nevada,0,-19.7,1.9,-21.6,,,,19,37,0
2020,10,Akron,Western Michigan,0,-23.7,0.6,-24.3,,,,13,58,0
2020,10,Kent State,Eastern Michigan,0,-7.5,-12.2,4.7,,,,27,23,1
2020,10,Central Michigan,Ohio,0,-1.8,-3.2,1.4,,,,30,27,1
2020,10,Miami (OH),Ball State,0,-12.9,-6.7,-6.2,,,,38,31,1
2020,10,Northern Illinois,Buffalo,0,-18.4,1.4,-19.8,,,,30,49,0
2020,10,Toledo,Bowling Green,0,-3.6,-26.2,22.6,,,,38,3,1
2020,10,Nevada,Utah State,0,1.9,-16.7,18.6,,,,34,9,1
2020,10,Colorado State,Wyoming,0,-6.5,-2.5,-4.0,,,,34,24,1
2020,10,NC State,Miami,0,0,12.8,-12.8,,,,41,44,0
2020,10,San Diego State,San José State,0,5.3,0.1,5.2,,,,17,28,0
2020,10,Boise State,BYU,0,6.7,19.2,-12.5,,,,17,51,0
2020,10,East Carolina,Tulane,0,-11,4.2,-15.2,,,,21,38,0
2020,10,USC,Arizona State,0,12.4,11.4,1.0,,,,28,27,1
2020,10,Northwestern,Nebraska,0,9,7.7,1.3,,,,21,13,1
2020,10,Indiana,Michigan,0,11.2,10.7,0.5,,,,38,21,1
2020,10,Duke,North Carolina,0,-4.2,18,-22.2,,,,24,56,0
2020,10,Temple,SMU,0,-10,9.2,-19.2,,,,23,47,0
2020,10,Louisiana,Arkansas State,0,8.1,-6.5,14.6,,,,27,20,1
2020,10,Memphis,South Florida,0,5.7,-11.4,17.1,,,,34,33,1
2020,10,Virginia Tech,Liberty,0,13.7,6.5,7.2,,,,35,38,0
2020,10,Iowa,Michigan State,0,16.3,-2.4,18.7,,,,49,7,1
2020,10,Georgia State,UL Monroe,0,-5.7,-18.4,12.7,,,,52,34,1
2020,10,Texas,West Virginia,0,9.7,8.5,1.2,,,,17,13,1
2020,10,Georgia Southern,Troy,0,0.2,2.3,-2.1,,,,20,13,1
2020,10,Syracuse,Boston College,0,-9.8,0.9,-10.7,,,,13,16,0
2020,10,Marshall,Massachusetts,0,9.5,-31.3,40.8,,,,51,10,1
2020,10,Texas State,App State,0,-13.4,10.3,-23.7,,,,17,38,0
2020,10,Cincinnati,Houston,0,18.6,3.3,15.3,,,,38,10,1
2020,10,Penn State,Maryland,0,13.9,-0.1,14.0,,,,19,35,0
2020,10,Mississippi State,Vanderbilt,0,-1.4,-16.8,15.4,,,,24,17,1
2020,10,TCU,Texas Tech,0,1.6,-4.2,5.8,,,,34,18,1
2020,10,Illinois,Minnesota,0,-5.4,4.7,-10.1,,,,14,41,0
2020,10,Oklahoma,Kansas,0,17.8,-16.3,34.1,,,,62,9,1
2020,10,UNLV,Fresno State,0,-19.7,-5.5,-14.2,,,,27,40,0
2020,10,Georgia,Florida,1,19.1,19.8,-0.7,,,,28,44,0
2020,10,Kansas State,Oklahoma State,0,2,14.2,-12.2,,,,18,20,0
2020,10,Florida State,Pittsburgh,0,-4.9,6,-10.9,,,,17,41,0
2020,10,Florida Atlantic,Western Kentucky,0,-0.3,-3.2,2.9,,,,10,6,1
2020,10,Colorado,UCLA,0,-0.4,-1.1,0.7,,,,48,42,1
2020,10,Iowa State,Baylor,0,13.3,1.3,12.0,,,,38,31,1
2020,10,South Carolina,Texas A&M,0,-2.4,16.2,-18.6,,,,3,48,0
2020,10,Notre Dame,Clemson,0,21,26.1,-5.1,,,,47,40,1
2020,10,Ohio State,Rutgers,0,28.4,-10.5,38.9,,,,49,27,1
2020,10,Arkansas,Tennessee,0,1.6,0.9,0.7,,,,24,13,1
2020,10,Oregon,Stanford,0,18.1,1.6,16.5,,,,35,14,1
2020,10,Coastal Carolina,South Alabama,0,6.6,-11.3,17.9,,,,23,6,1
2020,10,Oregon State,Washington State,0,-0.7,4.2,-4.9,,,,28,38,0
2020,10,Hawai'i,New Mexico,0,-7.1,-15,7.9,,,,39,33,1
2020,11,Ohio,Akron,0,-3.2,-23.7,20.5,,,,24,10,1
2020,11,Bowling Green,Kent State,0,-26.2,-7.5,-18.7,,,,24,62,0
2020,11,Buffalo,Miami (OH),0,1.4,-12.9,14.3,,,,42,10,1
2020,11,Ball State,Eastern Michigan,0,-6.7,-12.2,5.5,,,,38,31,1
2020,11,Western Michigan,Toledo,0,0.6,-3.6,4.2,,,,41,38,1
2020,11,Northern Illinois,Central Michigan,0,-18.4,-1.8,-16.6,,,,10,40,0
2020,11,Boise State,Colorado State,0,6.7,-6.5,13.2,,,,52,21,1
2020,11,Minnesota,Iowa,0,4.7,16.3,-11.6,,,,7,35,0
2020,11,Florida International,Florida Atlantic,0,-10.7,-0.3,-10.4,,,,19,38,0
2020,11,Cincinnati,East Carolina,0,18.6,-11,29.6,,,,55,17,1
2020,11,Michigan State,Indiana,0,-2.4,11.2,-13.6,,,,0,24,0
2020,11,Virginia Tech,Miami,0,13.7,12.8,0.9,,,,24,25,0
2020,11,Tulane,Army,0,4.2,2.7,1.5,,,,38,12,1
2020,11,Kentucky,Vanderbilt,0,2.2,-16.8,19.0,,,,38,35,1
2020,11,West Virginia,TCU,0,8.5,1.6,6.9,,,,24,6,1
2020,11,Nebraska,Penn State,0,7.7,13.9,-6.2,,,,30,23,1
2020,11,Marshall,Middle Tennessee,0,9.5,-11.7,21.2,,,,42,14,1
2020,11,North Carolina,Wake Forest,0,18,0.8,17.2,,,,59,53,1
2020,11,Rutgers,Illinois,0,-10.5,-5.4,-5.1,,,,20,23,0
2020,11,Louisiana,South Alabama,0,8.1,-11.3,19.4,,,,38,10,1
2020,11,Utah State,Fresno State,0,-16.7,-5.5,-11.2,,,,16,35,0
2020,11,App State,Georgia State,0,10.3,-5.7,16.0,,,,17,13,1
2020,11,UTSA,UTEP,0,-9.6,-18.6,9.0,,,,52,21,1
2020,11,Western Kentucky,Southern Miss,0,-3.2,-7.9,4.7,,,,10,7,1
2020,11,Boston College,Notre Dame,0,0.9,21,-20.1,,,,31,45,0
2020,11,Georgia Southern,Texas State,0,0.2,-13.4,13.6,,,,40,38,1
2020,11,Virginia,Louisville,0,0.9,6.5,-5.6,,,,31,17,1
2020,11,Stanford,Colorado,0,1.6,-0.4,2.0,,,,32,35,0
2020,11,Arizona,USC,0,-3.5,12.4,-15.9,,,,30,34,0
2020,11,Houston,South Florida,0,3.3,-11.4,14.7,,,,56,21,1
2020,11,Texas Tech,Baylor,0,-4.2,1.3,-5.5,,,,24,23,1
2020,11,San Diego State,Hawai'i,0,5.3,-7.1,12.4,,,,34,10,1
2020,11,Purdue,Northwestern,0,5.9,9,-3.1,,,,20,27,0
2020,11,New Mexico,Nevada,0,-15,1.9,-16.9,,,,20,27,0
2020,11,Tulsa,SMU,0,5.6,9.2,-3.6,,,,28,24,1
2020,11,Florida,Arkansas,0,19.8,1.6,18.2,,,,63,35,1
2020,11,Washington State,Oregon,0,4.2,18.1,-13.9,,,,29,43,0
2020,11,Michigan,Wisconsin,0,10.7,26.5,-15.8,,,,11,49,0
2020,11,Ole Miss,South Carolina,0,4.8,-2.4,7.2,,,,59,42,1
2020,11,UCF,Temple,0,13.6,-10,23.6,,,,38,13,1
2020,11,NC State,Florida State,0,0,-4.9,4.9,,,,38,22,1
2020,11,San José State,UNLV,0,0.1,-19.7,19.8,,,,34,17,1
2020,11,Washington,Oregon State,0,11.7,-0.7,12.4,,,,27,21,1
2020,11,UCLA,California,0,-1.1,2.4,-3.5,,,,34,10,1
2020,12,Bowling Green,Buffalo,0,-26.2,1.4,-27.6,,,,17,42,0
2020,12,Kent State,Akron,0,-7.5,-23.7,16.2,,,,69,35,1
2020,12,Ball State,Northern Illinois,0,-6.7,-18.4,11.7,,,,31,25,1
2020,12,Eastern Michigan,Toledo,0,-12.2,-3.6,-8.6,,,,28,45,0
2020,12,Central Michigan,Western Michigan,0,-1.8,0.6,-2.4,,,,44,52,0
2020,12,Tulsa,Tulane,0,5.6,4.2,1.4,,,,30,24,1
2020,12,Louisville,Syracuse,0,6.5,-9.8,16.3,,,,30,0,1
2020,12,Minnesota,Purdue,0,4.7,5.9,-1.2,,,,34,31,1
2020,12,Florida Atlantic,Massachusetts,0,-0.3,-31.3,31.0,,,,24,2,1
2020,12,Air Force,New Mexico,0,-5.6,-15,9.4,,,,28,0,1
2020,12,Vanderbilt,Florida,0,-16.8,19.8,-36.6,,,,17,38,0
2020,12,Temple,East Carolina,0,-10,-11,1,,,,3,28,0
2020,12,Nebraska,Illinois,0,7.7,-5.4,13.1,,,,23,41,0
2020,12,Coastal Carolina,App State,0,6.6,10.3,-3.7,,,,34,23,1
2020,12,Arkansas,LSU,0,1.6,6,-4.4,,,,24,27,0
2020,12,Texas State,Arkansas State,0,-13.4,-6.5,-6.9,,,,47,45,1
2020,12,Army,Georgia Southern,0,2.7,0.2,2.5,,,,28,27,1
2020,12,Ohio State,Indiana,0,28.4,11.2,17.2,,,,42,35,1
2020,12,Western Kentucky,Florida International,0,-3.2,-10.7,7.5,,,,38,21,1
2020,12,North Texas,Rice,0,-8,-9.2,1.2,,,,27,17,1
2020,12,Southern Miss,UTSA,0,-7.9,-9.6,1.7,,,,20,23,0
2020,12,Penn State,Iowa,0,13.9,16.3,-2.4,,,,21,41,0
2020,12,Oregon,UCLA,0,18.1,-1.1,19.2,,,,38,35,1
2020,12,Oregon State,California,0,-0.7,2.4,-3.1,,,,31,27,1
2020,12,Nevada,San Diego State,0,1.9,5.3,-3.4,,,,26,21,1
