season,week,home,away,neutral,home_sp,away_sp,sp_diff,home_open_spread,home_open_ml,away_open_ml,home_points,away_points,home_win
2021,7,Miami (OH),Akron,0,1.5,-23.1,24.6,-20,-1200,700,34,21,1
2021,7,Texas State,Troy,0,-16,-6.5,-9.5,6,230,-280,28,31,0
2021,7,Virginia Tech,Pittsburgh,0,2.4,17.6,-15.2,4.5,175,-210,7,28,0
2021,7,Baylor,BYU,0,15.6,8.9,6.7,-5,-210,175,38,24,1
2021,7,Georgia,Kentucky,0,32,13.4,18.6,-23.5,-1700,850,30,13,1
2021,7,Central Michigan,Toledo,0,-1,6.9,-7.9,6,170,-200,26,23,1
2021,7,North Carolina,Miami,0,6.4,10.8,-4.4,-6,-290,240,45,42,1
2021,7,Wyoming,Fresno State,0,0.6,10.8,-10.2,3.5,140,-165,0,17,0
2021,7,Iowa,Purdue,0,11.4,10.3,1.1,-12.5,-470,345,7,24,0
2021,7,Southern Miss,UAB,0,-14.2,9.1,-23.3,16,500,-750,0,34,0
2021,7,Old Dominion,Western Kentucky,0,-7.4,13.3,-20.7,13,360,-500,20,43,0
2021,7,Northern Illinois,Bowling Green,0,-7.1,-12.4,5.3,-9.5,-350,275,34,26,1
2021,7,Colorado,Arizona,0,-10,-12.6,2.6,-6,-235,195,34,0,1
2021,7,Western Michigan,Kent State,0,0.6,-6.4,7.0,-7,-260,215,64,31,1
2021,7,South Carolina,Vanderbilt,0,3.9,-19.4,23.3,-20,-1200,700,21,20,1
2021,7,Kansas,Texas Tech,0,-19.7,9.8,-29.5,15.5,600,-950,14,41,0
2021,7,UTSA,Rice,0,6.5,-22.9,29.4,-18.5,-1000,625,45,0,1
2021,7,New Mexico,Colorado State,0,-18.6,-2.4,-16.2,9.5,340,-460,7,36,0
2021,7,UNLV,Utah State,0,-13.8,0.1,-13.9,7.5,230,-280,24,28,0
2021,7,Mississippi State,Alabama,0,10.5,26,-15.5,17,625,-1000,9,49,0
2021,7,UL Monroe,Liberty,0,-20.3,8.4,-28.7,32,,,31,28,1
2021,7,Kansas State,Iowa State,0,14.2,14.3,-0.1,4.5,210,-250,20,33,0
2021,7,Oklahoma,TCU,0,16.8,-0.6,17.4,-12,-565,400,52,31,1
2021,7,Tennessee,Ole Miss,0,17.5,14.8,2.7,3,120,-140,26,31,0
2021,7,Boston College,NC State,0,0.9,16.1,-15.2,2,130,-150,7,33,0
2021,7,Washington State,Stanford,0,6.7,-10.2,16.9,2.5,-115,-105,34,31,1
2021,7,Wisconsin,Army,0,20.1,4.7,15.4,-11.5,-605,420,20,14,1
2021,7,Washington,UCLA,0,-0.7,9.4,-10.1,-1,-120,105,17,24,0
2021,7,Boise State,Air Force,0,9.4,7.4,2.0,-6,-170,145,17,24,0
2021,7,UTEP,Louisiana Tech,0,-4.2,-11.6,7.4,9,220,-270,19,3,1
2021,7,Utah,Arizona State,0,15.2,11.8,3.4,1,-115,-105,35,21,1
2021,7,Nevada,Hawai'i,0,3.6,-2.3,5.9,-16,-645,440,34,17,1
2021,8,App State,Coastal Carolina,0,10.3,13.2,-2.9,3.5,145,-170,30,27,1
2021,8,Arkansas State,Louisiana,0,-17.9,8.7,-26.6,17,625,-1000,27,28,0
2021,8,Charlotte,Florida Atlantic,0,-13.7,-5.2,-8.5,5,230,-280,9,38,0
2021,8,SMU,Tulane,0,8.9,-3.9,12.8,-14,-605,420,55,26,1
2021,8,UNLV,San José State,0,-13.8,-1.9,-11.9,4.5,155,-180,20,27,0
2021,8,UConn,Middle Tennessee,0,-25.6,-4,-21.6,15,475,-700,13,44,0
2021,8,UCF,Memphis,0,4.8,1,3.8,-3,110,-130,24,7,1
2021,8,Utah State,Colorado State,0,0.1,-2.4,2.5,2.5,135,-160,26,24,1
2021,8,Arizona,Washington,0,-12.6,-0.7,-11.9,16,600,-950,16,21,0
2021,8,Texas Tech,Kansas State,0,9.8,14.2,-4.4,-1,-105,-115,24,25,0
2021,8,Central Michigan,Northern Illinois,0,-1,-7.1,6.1,-5,-210,175,38,39,0
2021,8,Army,Wake Forest,0,4.7,10.1,-5.4,3.5,135,-160,56,70,0
2021,8,Bowling Green,Eastern Michigan,0,-12.4,-7.8,-4.6,3.5,150,-175,24,55,0
2021,8,Navy,Cincinnati,0,-8.5,21.2,-29.7,27,1225,-4100,20,27,0
2021,8,Florida State,Massachusetts,0,7.6,-29.3,36.9,-35.5,,,59,3,1
2021,8,Michigan,Northwestern,0,23.4,-11.1,34.5,-21.5,-2200,1000,33,7,1
2021,8,Kansas,Oklahoma,0,-19.7,16.8,-36.5,39,,,23,35,0
2021,8,Penn State,Illinois,0,14.3,4.3,10.0,-24,-2500,1050,18,20,0
2021,8,Virginia Tech,Syracuse,0,2.4,0.3,2.1,-4,-165,140,36,41,0
2021,8,Ohio,Kent State,0,-11.6,-6.4,-5.2,6,180,-220,27,34,0
2021,8,Georgia State,Texas State,0,1.8,-16,17.8,-10,-415,310,28,16,1
2021,8,Purdue,Wisconsin,0,10.3,20.1,-9.8,3,135,-160,13,30,0
2021,8,Wyoming,New Mexico,0,0.6,-18.6,19.2,-19,-1300,725,3,14,0
2021,8,UCLA,Oregon,0,9.4,10.2,-0.8,-1.5,-115,-105,31,34,0
2021,8,California,Colorado,0,3.4,-10,13.4,-10,-350,275,26,3,1
2021,8,Minnesota,Maryland,0,14.4,6.2,8.2,-5,-185,160,34,16,1
2021,8,Akron,Buffalo,0,-23.1,-9.5,-13.6,11,340,-460,10,45,0
2021,8,Ole Miss,LSU,0,14.8,4.1,10.7,-10.5,-330,265,31,17,1
2021,8,UAB,Rice,0,9.1,-22.9,32.0,-23,-2200,1000,24,30,0
2021,8,Ball State,Miami (OH),0,-11.2,1.5,-12.7,-6.5,-180,155,17,24,0
2021,8,Toledo,Western Michigan,0,6.9,0.6,6.3,3,105,-125,34,15,1
2021,8,Washington State,BYU,0,6.7,8.9,-2.2,1,155,-180,19,21,0
2021,8,Iowa State,Oklahoma State,0,14.3,17.2,-2.9,-6.5,-260,215,24,21,1
2021,8,Pittsburgh,Clemson,0,17.6,18.7,-1.1,-3,-160,135,27,17,1
2021,8,Louisville,Boston College,0,7.8,0.9,6.9,-7,-220,180,28,14,1
2021,8,North Texas,Liberty,0,-6.5,8.4,-14.9,21.5,850,-1700,26,35,0
2021,8,Vanderbilt,Mississippi State,0,-19.4,10.5,-29.9,23,900,-1900,6,45,0
2021,8,Houston,East Carolina,0,10.9,0.5,10.4,-13,-565,400,31,24,1
2021,8,UL Monroe,South Alabama,0,-20.3,-7.2,-13.1,13.5,395,-555,41,31,1
2021,8,Louisiana Tech,UTSA,0,-11.6,6.5,-18.1,6,180,-220,16,45,0
2021,8,Fresno State,Nevada,0,10.8,3.6,7.2,-4,-170,145,34,32,1
2021,8,Air Force,San Diego State,0,7.4,8.3,-0.9,-4.5,-160,135,14,20,0
2021,8,Alabama,Tennessee,0,26,17.5,8.5,-27.5,-5500,1300,52,24,1
2021,8,Florida International,Western Kentucky,0,-21.6,13.3,-34.9,17,525,-800,19,34,0
2021,8,South Florida,Temple,0,-12.1,-19.1,7.0,-3.5,-120,110,34,14,1
2021,8,TCU,West Virginia,0,-0.6,1.8,-2.4,-4.5,-200,170,17,29,0
2021,8,Oregon State,Utah,0,8.9,15.2,-6.3,3.5,135,-160,42,34,1
2021,8,Texas A&M,South Carolina,0,21.1,3.9,17.2,-19.5,-1400,750,44,14,1
2021,8,Miami,NC State,0,10.8,16.1,-5.3,3.5,140,-165,31,30,1
2021,8,Notre Dame,USC,0,17.4,-0.6,18.0,-6.5,-270,220,31,16,1
2021,8,Virginia,Georgia Tech,0,7.2,-6.7,13.9,-7,-240,200,48,40,1
2021,8,Indiana,Ohio State,0,-7.8,29.3,-37.1,19.5,800,-1600,7,54,0
2021,8,Hawai'i,New Mexico State,0,-2.3,-24.2,21.9,-18,-1100,650,48,34,1
2021,9,Coastal Carolina,Troy,0,13.2,-6.5,19.7,-18.5,-1200,700,35,28,1
2021,9,East Carolina,South Florida,0,0.5,-12.1,12.6,-9,-360,280,29,14,1
2021,9,Tulsa,Navy,0,5.8,-8.5,14.3,-10,-435,325,17,20,0
2021,9,Nevada,UNLV,0,3.6,-13.8,17.4,-20.5,-1500,775,51,20,1
2021,9,Louisiana,Texas State,0,8.7,-16,24.7,-20,-1500,775,45,0,1
2021,9,Pittsburgh,Miami,0,17.6,10.8,6.8,-11.5,-370,285,34,38,0
2021,9,Georgia Tech,Virginia Tech,0,-6.7,2.4,-9.1,-3.5,-180,155,17,26,0
2021,9,Tulane,Cincinnati,0,-3.9,21.2,-25.1,25,1200,-3800,12,31,0
2021,9,Wisconsin,Iowa,0,20.1,11.4,8.7,-3.5,-160,135,27,7,1
2021,9,Liberty,Massachusetts,0,8.4,-29.3,37.7,-36.5,,,62,17,1
2021,9,Michigan State,Michigan,0,11.2,23.4,-12.2,4,160,-185,37,33,1
2021,9,Maryland,Indiana,0,6.2,-7.8,14.0,-2.5,-185,160,38,35,1
2021,9,Buffalo,Bowling Green,0,-9.5,-12.4,2.9,-12.5,-565,400,44,56,0
2021,9,Illinois,Rutgers,0,4.3,-3,7.3,0,105,-125,14,20,0
2021,9,Temple,UCF,0,-19.1,4.8,-23.9,10.5,320,-430,7,49,0
2021,9,Baylor,Texas,0,15.6,8.5,7.1,-2.5,-135,115,31,24,1
2021,9,West Virginia,Iowa State,0,1.8,14.3,-12.5,7,250,-300,38,31,1
2021,9,Rice,North Texas,0,-22.9,-6.5,-16.4,-2,-120,110,24,30,0
2021,9,Arizona State,Washington State,0,11.8,6.7,5.1,-15,-700,475,21,34,0
2021,9,Utah State,Hawai'i,0,0.1,-2.3,2.4,-6.5,-200,170,51,31,1
2021,9,Vanderbilt,Missouri,0,-19.4,3.1,-22.5,17,525,-800,28,37,0
2021,9,Nebraska,Purdue,0,10.3,10.3,0.0,-7,-300,250,23,28,0
2021,9,App State,UL Monroe,0,10.3,-20.3,30.6,-27,-5000,1275,59,28,1
2021,9,Old Dominion,Louisiana Tech,0,-7.4,-11.6,4.2,5.5,160,-185,23,20,1
2021,9,Marshall,Florida International,0,8,-21.6,29.6,-22,-1700,850,38,0,1
2021,9,Clemson,Florida State,0,18.7,7.6,11.1,-10,-360,280,30,20,1
2021,9,Oklahoma,Texas Tech,0,16.8,9.8,7.0,-19,-1200,700,52,21,1
2021,9,Syracuse,Boston College,0,0.3,0.9,-0.6,-4.5,-245,205,21,6,1
2021,9,Kansas State,TCU,0,14.2,-0.6,14.8,-3.5,-170,145,31,12,1
2021,9,Northwestern,Minnesota,0,-11.1,14.4,-25.5,7.5,250,-300,14,41,0
2021,9,Middle Tennessee,Southern Miss,0,-4,-14.2,10.2,-14,-575,405,35,10,1
2021,9,Florida,Georgia,1,11,32,-21,14.5,425,-615,7,34,0
2021,9,Oregon,Colorado,0,10.2,-10,20.2,-26,-3500,1175,52,29,1
2021,9,San José State,Wyoming,0,-1.9,0.6,-2.5,-3.5,-145,125,27,21,1
2021,9,Wake Forest,Duke,0,10.1,-13.5,23.6,-16,-800,525,45,7,1
2021,9,Western Kentucky,Charlotte,0,13.3,-13.7,27.0,-18.5,-1000,625,45,13,1
2021,9,South Alabama,Arkansas State,0,-7.2,-17.9,10.7,-10,-350,275,31,13,1
2021,9,Georgia Southern,Georgia State,0,-15.3,1.8,-17.1,5.5,195,-235,14,21,0
2021,9,Florida Atlantic,UTEP,0,-5.2,-4.2,-1.0,-12,-455,335,28,25,1
2021,9,Auburn,Ole Miss,0,11,14.8,-3.8,-1,-145,125,31,20,1
2021,9,Oklahoma State,Kansas,0,17.2,-19.7,36.9,-31,,,55,3,1
2021,9,Houston,SMU,0,10.9,8.9,2.0,-1,-120,,44,37,1
2021,9,Mississippi State,Kentucky,0,10.5,13.4,-2.9,1,-115,-105,31,17,1
2021,9,USC,Arizona,0,-0.6,-12.6,12.0,-20.5,-1700,850,41,34,1
2021,9,California,Oregon State,0,3.4,8.9,-5.5,1.5,105,-125,39,25,1
2021,9,Colorado State,Boise State,0,-2.4,9.4,-11.8,2.5,115,-135,19,28,0
2021,9,Notre Dame,North Carolina,0,17.4,6.4,11.0,-3.5,-175,150,44,34,1
2021,9,NC State,Louisville,0,16.1,7.8,8.3,-7,-235,195,28,13,1
2021,9,Ohio State,Penn State,0,29.3,14.3,15.0,-17.5,-1200,700,33,24,1
2021,9,Utah,UCLA,0,15.2,9.4,5.8,-4.5,-250,210,44,24,1
2021,9,BYU,Virginia,0,8.9,7.2,1.7,-2.5,-130,110,66,49,1
2021,9,San Diego State,Fresno State,0,8.3,10.8,-2.5,-1,-105,-120,20,30,0
2021,9,Stanford,Washington,0,-10.2,-0.7,-9.5,-2.5,-145,125,13,20,0
2021,10,Akron,Ball State,0,-23.1,-11.2,-11.9,19.5,725,-1300,25,31,0
2021,10,Ohio,Miami (OH),0,-11.6,1.5,-13.1,7,230,-280,35,33,1
2021,10,Toledo,Eastern Michigan,0,6.9,-7.8,14.7,-9,-360,280,49,52,0
2021,10,Western Michigan,Central Michigan,0,0.6,-1,1.6,-10,-395,300,30,42,0
2021,10,Kent State,Northern Illinois,0,-6.4,-7.1,0.7,-5.5,-185,160,52,47,1
2021,10,Louisiana,Georgia State,0,8.7,1.8,6.9,-10.5,-500,360,21,17,1
2021,10,Boston College,Virginia Tech,0,0.9,2.4,-1.5,3,135,-160,17,3,1
2021,10,Stanford,Utah,0,-10.2,15.2,-25.4,6.5,265,-330,7,52,0
2021,10,Air Force,Army,1,7.4,4.7,2.7,-3,-140,120,14,21,0
2021,10,Georgia,Missouri,0,32,3.1,28.9,-37.5,,,43,6,1
2021,10,Nebraska,Ohio State,0,10.3,29.3,-19.0,14.5,500,-750,17,26,0
2021,10,Kansas,Kansas State,0,-19.7,14.2,-33.9,23.5,1050,-2500,10,35,0
2021,10,UAB,Louisiana Tech,0,9.1,-11.6,20.7,-13,-555,395,52,38,1
2021,10,Ole Miss,Liberty,0,14.8,8.4,6.4,-10,-350,275,27,14,1
2021,10,Memphis,SMU,0,1,8.9,-7.9,6.5,135,-160,28,25,1
2021,10,Minnesota,Illinois,0,14.4,4.3,10.1,-14.5,-700,475,6,14,0
2021,10,Duke,Pittsburgh,0,-13.5,17.6,-31.1,20.5,850,-1700,29,54,0
2021,10,North Carolina,Wake Forest,0,6.4,10.1,-3.7,-2.5,-130,110,58,55,1
2021,10,Miami,Georgia Tech,0,10.8,-6.7,17.5,-9,-415,310,33,30,1
2021,10,Arkansas State,App State,0,-17.9,10.3,-28.2,20.5,800,-1600,14,48,0
2021,10,Texas State,UL Monroe,0,-16,-20.3,4.3,-3.5,-165,140,27,19,1
2021,10,East Carolina,Temple,0,0.5,-19.1,19.6,-15,-750,500,45,3,1
2021,10,Arizona,California,0,-12.6,3.4,-16.0,12,285,-370,10,3,1
2021,10,Southern Miss,North Texas,0,-14.2,-6.5,-7.7,4.5,180,-220,14,38,0
2021,10,Western Kentucky,Middle Tennessee,0,13.3,-4,17.3,-15,-900,575,48,21,1
2021,10,West Virginia,Oklahoma State,0,1.8,17.2,-15.4,3,150,-175,3,24,0
2021,10,TCU,Baylor,0,-0.6,15.6,-16.2,5,225,-275,30,28,1
2021,10,Maryland,Penn State,0,6.2,14.3,-8.1,11,300,-395,14,31,0
2021,10,Notre Dame,Navy,0,17.4,-8.5,25.9,-21,-1600,800,34,6,1
2021,10,Purdue,Michigan State,0,10.3,11.2,-0.9,3,130,-150,40,29,1
2021,10,Charlotte,Rice,0,-13.7,-22.9,9.2,-3.5,-245,205,31,24,1
2021,10,Cincinnati,Tulsa,0,21.2,5.8,15.4,-23,-2100,975,28,20,1
2021,10,Troy,South Alabama,0,-6.5,-7.2,0.7,-3,-180,155,31,24,1
2021,10,Rutgers,Wisconsin,0,-3,20.1,-23.1,11.5,400,-565,3,52,0
2021,10,Texas A&M,Auburn,0,21.1,11,10.1,-4.5,-200,170,20,3,1
2021,10,Wyoming,Colorado State,0,0.6,-2.4,3.0,3.5,140,-165,31,17,1
2021,10,Arkansas,Mississippi State,0,13.8,10.5,3.3,-5.5,-195,165,31,28,1
2021,10,UCF,Tulane,0,4.8,-3.9,8.7,-13,-535,385,14,10,1
2021,10,New Mexico State,Utah State,0,-24.2,0.1,-24.3,17,625,-1000,13,35,0
2021,10,Florida State,NC State,0,7.6,16.1,-8.5,3,125,-145,14,28,0
2021,10,Georgia Southern,Coastal Carolina,0,-15.3,13.2,-28.5,19,700,-1200,8,28,0
2021,10,Florida Atlantic,Marshall,0,-5.2,8,-13.2,1.5,105,-120,13,28,0
2021,10,Fresno State,Boise State,0,10.8,9.4,1.4,-5.5,-210,175,14,40,0
2021,10,Northwestern,Iowa,0,-11.1,11.4,-22.5,11.5,360,-500,12,17,0
2021,10,New Mexico,UNLV,0,-18.6,-13.8,-4.8,-1,-120,105,17,31,0
2021,10,Florida International,Old Dominion,0,-21.6,-7.4,-14.2,1.5,125,-145,24,47,0
2021,10,Colorado,Oregon State,0,-10,8.9,-18.9,10.5,335,-455,37,34,1
2021,10,Alabama,LSU,0,26,4.1,21.9,-28.5,,,20,14,1
2021,10,Kentucky,Tennessee,0,13.4,17.5,-4.1,-3,-105,-115,42,45,0
2021,10,South Carolina,Florida,0,3.9,11,-7.1,18.5,775,-1500,40,17,1
2021,10,South Florida,Houston,0,-12.1,10.9,-23.0,13,400,-565,42,54,0
2021,10,Michigan,Indiana,0,23.4,-7.8,31.2,-19,-1500,775,29,7,1
2021,10,Washington,Oregon,0,-0.7,10.2,-10.9,6.5,225,-275,16,26,0
2021,10,Iowa State,Texas,0,14.3,8.5,5.8,-6.5,-240,200,30,7,1
2021,10,Louisville,Clemson,0,7.8,18.7,-10.9,3.5,160,-185,24,30,0
2021,10,Nevada,San José State,0,3.6,-1.9,5.5,-10,-455,335,27,24,1
2021,10,UTEP,UTSA,0,-4.2,6.5,-10.7,12.5,345,-470,23,44,0
2021,10,Arizona State,USC,0,11.8,-0.6,12.4,-8,-340,270,31,16,1
2021,10,Hawai'i,San Diego State,0,-2.3,8.3,-10.6,7.5,250,-300,10,17,0
2021,11,Western Michigan,Akron,0,0.6,-23.1,23.7,-26,-3500,1175,45,40,1
2021,11,Miami (OH),Buffalo,0,1.5,-9.5,11.0,-7,-290,240,45,18,1
2021,11,Eastern Michigan,Ohio,0,-7.8,-11.6,3.8,-7.5,-240,200,26,34,0
2021,11,Northern Illinois,Ball State,0,-7.1,-11.2,4.1,2.5,110,-130,30,29,1
2021,11,Bowling Green,Toledo,0,-12.4,6.9,-19.3,9.5,310,-415,17,49,0
2021,11,Central Michigan,Kent State,0,-1,-6.4,5.4,-3,-135,115,54,30,1
2021,11,Pittsburgh,North Carolina,0,17.6,6.4,11.2,-6,-250,210,30,23,1
2021,11,South Florida,Cincinnati,0,-12.1,21.2,-33.3,23.5,975,-2100,28,45,0
2021,11,Boise State,Wyoming,0,9.4,0.6,8.8,-14.5,-625,430,23,13,1
2021,11,SMU,UCF,0,8.9,4.8,4.1,-7.5,-280,230,55,28,1
2021,11,Temple,Houston,0,-19.1,10.9,-30.0,25.5,1075,-2600,8,37,0
2021,11,Kansas State,West Virginia,0,14.2,1.8,12.4,-6,-235,195,34,17,1
2021,11,Memphis,East Carolina,0,1,0.5,0.5,-6,-210,175,29,30,0
2021,11,Alabama,New Mexico State,0,26,-24.2,50.2,-51.5,,,59,3,1
2021,11,Auburn,Mississippi State,0,11,10.5,0.5,-5.5,-210,175,34,43,0
2021,11,Wisconsin,Northwestern,0,20.1,-11.1,31.2,-24,-2800,1100,35,7,1
2021,11,Baylor,Oklahoma,0,15.6,16.8,-1.2,6,175,-210,27,14,1
2021,11,Clemson,UConn,0,18.7,-25.6,44.3,-39.5,,,44,7,1
2021,11,Penn State,Michigan,0,14.3,23.4,-9.1,0,105,-125,17,21,0
2021,11,Louisville,Syracuse,0,7.8,0.3,7.5,-3,-160,135,41,3,1
2021,11,Indiana,Rutgers,0,-7.8,-3,-4.8,-6.5,-260,215,3,38,0
2021,11,Rice,Western Kentucky,0,-22.9,13.3,-36.2,19,700,-1200,21,42,0
2021,11,Arizona,Utah,0,-12.6,15.2,-27.8,24,1100,-2800,29,38,0
2021,11,Coastal Carolina,Georgia State,0,13.2,1.8,11.4,-9,-445,330,40,42,0
2021,11,App State,South Alabama,0,10.3,-7.2,17.5,-23,-2100,975,31,7,1
2021,11,Texas State,Georgia Southern,0,-16,-15.3,-0.7,-2.5,-125,105,30,38,0
2021,11,Tennessee,Georgia,0,17.5,32,-14.5,20.5,750,-1400,17,41,0
2021,11,Troy,Louisiana,0,-6.5,8.7,-15.2,7.5,200,-240,21,35,0
2021,11,Middle Tennessee,Florida International,0,-4,-21.6,17.6,-10,-415,310,50,10,1
2021,11,Louisiana Tech,Charlotte,0,-11.6,-13.7,2.1,-6,-275,225,42,32,1
2021,11,Iowa,Minnesota,0,11.4,14.4,-3.0,-7,-180,155,27,22,1
2021,11,Virginia Tech,Duke,0,2.4,-13.5,15.9,-10.5,-470,345,48,17,1
2021,11,UTSA,Southern Miss,0,6.5,-14.2,20.7,-32.5,,,27,17,1
2021,11,Marshall,UAB,0,8,9.1,-1.1,-6,-200,170,14,21,0
2021,11,Old Dominion,Florida Atlantic,0,-7.4,-5.2,-2.2,6.5,210,-250,30,16,1
2021,11,Georgia Tech,Boston College,0,-6.7,0.9,-7.6,-2,-115,-105,30,41,0
2021,11,Texas Tech,Iowa State,0,9.8,14.3,-4.5,10.5,315,-420,41,38,1
2021,11,Ohio State,Purdue,0,29.3,10.3,19.0,-20.5,-1300,725,59,31,1
2021,11,Florida State,Miami,0,7.6,10.8,-3.2,2.5,120,-140,31,28,1
2021,11,North Texas,UTEP,0,-6.5,-4.2,-2.3,2,-105,-115,20,17,1
2021,11,Tulane,Tulsa,0,-3.9,5.8,-9.7,3,125,-145,13,20,0
2021,11,Michigan State,Maryland,0,11.2,6.2,5.0,-13.5,-565,400,40,21,1
2021,11,UNLV,Hawai'i,0,-13.8,-2.3,-11.5,1.5,135,-160,27,13,1
2021,11,Missouri,South Carolina,0,3.1,3.9,-0.8,-1.5,-105,-120,31,28,1
2021,11,UL Monroe,Arkansas State,0,-20.3,-17.9,-2.4,-3,-150,130,24,27,0
2021,11,Oregon State,Stanford,0,8.9,-10.2,19.1,-10,-480,350,35,14,1
2021,11,Ole Miss,Texas A&M,0,14.8,21.1,-6.3,1.5,115,-135,29,19,1
2021,11,Vanderbilt,Kentucky,0,-19.4,13.4,-32.8,21.5,800,-1600,17,34,0
2021,11,Colorado State,Air Force,0,-2.4,7.4,-9.8,2.5,115,-135,21,35,0
2021,11,Fresno State,New Mexico,0,10.8,-18.6,29.4,-24.5,-3000,1125,34,7,1
2021,11,Washington,Arizona State,0,-0.7,11.8,-12.5,5,185,-225,30,35,0
2021,11,Virginia,Notre Dame,0,7.2,17.4,-10.2,5,210,-250,3,28,0
2021,11,Texas,Kansas,0,8.5,-19.7,28.2,-30,,,56,57,0
2021,11,Wake Forest,NC State,0,10.1,16.1,-6.0,-3,-125,105,45,42,1
2021,11,LSU,Arkansas,0,4.1,13.8,-9.7,1.5,125,-145,13,16,0
2021,11,Oklahoma State,TCU,0,17.2,-0.6,17.8,-13,-500,360,63,17,1
2021,11,UCLA,Colorado,0,9.4,-10,19.4,-15,-900,575,44,20,1
2021,11,San Diego State,Nevada,0,8.3,3.6,4.7,0,-150,130,23,21,1
2021,11,San José State,Utah State,0,-1.9,0.1,-2.0,-4.5,-200,170,17,48,0
2021,11,Oregon,Washington State,0,10.2,6.7,3.5,-13.5,-585,410,38,24,1
2021,12,Ohio,Toledo,0,-11.6,6.9,-18.5,6,200,-240,23,35,0
2021,12,Eastern Michigan,Western Michigan,0,-7.8,0.6,-8.4,5,170,-200,22,21,1
2021,12,Miami (OH),Bowling Green,0,1.5,-12.4,13.9,-16,-750,500,34,7,1
2021,12,Ball State,Central Michigan,0,-11.2,-1,-10.2,-2.5,120,-140,17,37,0
2021,12,Buffalo,Northern Illinois,0,-9.5,-7.1,-2.4,2.5,110,-130,27,33,0
2021,12,Duke,Louisville,0,-13.5,7.8,-21.3,19.5,750,-1400,22,62,0
2021,12,Louisiana Tech,Southern Miss,0,-11.6,-14.2,2.6,-17,-800,525,19,35,0
2021,12,Nevada,Air Force,0,3.6,7.4,-3.8,-1.5,115,-135,39,41,0
2021,12,Washington State,Arizona,0,6.7,-12.6,19.3,-15,-665,450,44,18,1
2021,12,Houston,Memphis,0,10.9,1,9.9,-9.5,-370,285,31,13,1
2021,12,UNLV,San Diego State,0,-13.8,8.3,-22.1,12,340,-460,20,28,0
2021,12,West Virginia,Texas,0,1.8,8.5,-6.7,-2.5,-130,110,31,23,1
2021,12,Oklahoma,Iowa State,0,16.8,14.3,2.5,-4,-170,145,28,21,1
2021,12,Army,Massachusetts,0,4.7,-29.3,34.0,-37.5,,,33,17,1
2021,12,Boston College,Florida State,0,0.9,7.6,-6.7,-2.5,-130,110,23,26,0
2021,12,Akron,Kent State,0,-23.1,-6.4,-16.7,13,390,-545,0,38,0
2021,12,Tulane,South Florida,0,-3.9,-12.1,8.2,-3.5,-220,180,45,14,1
2021,12,Northwestern,Purdue,1,-11.1,10.3,-21.4,11.5,335,-455,14,32,0
2021,12,Kentucky,New Mexico State,0,13.4,-24.2,37.6,-36,,,56,16,1
2021,12,Clemson,Wake Forest,0,18.7,10.1,8.6,-4,-180,155,48,27,1
2021,12,Western Kentucky,Florida Atlantic,0,13.3,-5.2,18.5,-10.5,-415,310,52,17,1
2021,12,Penn State,Rutgers,0,14.3,-3,17.3,-17.5,-665,450,28,0,1
2021,12,Ohio State,Michigan State,0,29.3,11.2,18.1,-20,-1000,625,56,7,1
2021,12,Coastal Carolina,Texas State,0,13.2,-16,29.2,-21,-2200,1000,35,21,1
2021,12,Georgia State,Arkansas State,0,1.8,-17.9,19.7,-16,-800,525,28,20,1
2021,12,Iowa,Illinois,0,11.4,4.3,7.1,-12,-500,360,33,23,1
2021,12,Notre Dame,Georgia Tech,0,17.4,-6.7,24.1,-15.5,-900,575,55,0,1
2021,12,Colorado,Washington,0,-10,-0.7,-9.3,5.5,210,-250,20,17,1
2021,12,Navy,East Carolina,0,-8.5,0.5,-9.0,4,160,-185,35,38,0
2021,12,Cincinnati,SMU,0,21.2,8.9,12.3,-12.5,-395,300,48,14,1
2021,12,Middle Tennessee,Old Dominion,0,-4,-7.4,3.4,-3.5,-170,145,17,24,0
2021,12,Indiana,Minnesota,0,-7.8,14.4,-22.2,6.5,240,-290,14,35,0
2021,12,Pittsburgh,Virginia,0,17.6,7.2,10.4,-13.5,-625,430,48,38,1
2021,12,Alabama,Arkansas,0,26,13.8,12.2,-20.5,-1400,750,42,35,1
2021,12,Wisconsin,Nebraska,0,20.1,10.3,9.8,-10,-395,300,35,28,1
2021,12,Maryland,Michigan,0,6.2,23.4,-17.2,15,475,-700,18,59,0
2021,12,Charlotte,Marshall,0,-13.7,8,-21.7,14.5,445,-655,28,49,0
2021,12,Troy,App State,0,-6.5,10.3,-16.8,10,280,-360,7,45,0
2021,12,UTSA,UAB,0,6.5,9.1,-2.6,-5.5,-200,170,34,31,1
2021,12,Georgia Southern,BYU,0,-15.3,8.9,-24.2,20,750,-1400,17,34,0
2021,12,UTEP,Rice,0,-4.2,-22.9,18.7,-10,-380,290,38,28,1
2021,12,Tulsa,Temple,0,5.8,-19.1,24.9,-22,-1700,850,44,10,1
2021,12,NC State,Syracuse,0,16.1,0.3,15.8,-11.5,-455,335,41,17,1
2021,12,Liberty,Louisiana,0,8.4,8.7,-0.3,-4,-185,160,14,42,0
2021,12,UCF,UConn,0,4.8,-25.6,30.4,-30,-10000,2500,49,17,1
2021,12,USC,UCLA,0,-0.6,9.4,-10.0,3,140,-165,33,62,0
