Team,Conf,Week,Opp,Home,WinPct,FCS,RealLine
Army,AAC,1,Bryant,1,99,1,1
Army,AAC,2,South Florida,1,57,0,0
Army,AAC,4,Temple,0,59,0,0
Army,AAC,5,Louisiana Tech,0,58,0,0
Army,AAC,6,Tulane,1,64,0,0
Army,AAC,7,Florida Atlantic,1,69,0,0
Army,AAC,8,Tulsa,0,56,0,0
Army,AAC,9,Memphis,0,37,0,0
Army,AAC,10,Air Force,1,56,0,0
Army,AAC,12,East Carolina,1,54,0,0
Army,AAC,13,Rice,0,75,0,0
Army,AAC,15,Navy,1,45,0,0
Charlotte,AAC,1,The Citadel,1,81,1,1
Charlotte,AAC,2,Ole Miss,0,0,0,0
Charlotte,AAC,3,Appalachian State,0,5,0,0
Charlotte,AAC,4,UL Lafayette,1,6,0,0
Charlotte,AAC,5,Memphis,1,2,0,0
Charlotte,AAC,6,North Texas,0,4,0,0
Charlotte,AAC,7,Temple,0,3,0,0
Charlotte,AAC,9,Tulane,1,4,0,0
Charlotte,AAC,10,UAB,0,11,0,0
Charlotte,AAC,11,East Carolina,1,2,0,0
Charlotte,AAC,12,Tulsa,0,2,0,0
Charlotte,AAC,13,Navy,1,1,0,0
East Carolina,AAC,1,Alabama,0,4,0,1
East Carolina,AAC,2,Appalachian State,1,82,0,0
East Carolina,AAC,3,Old Dominion,0,54,0,0
East Carolina,AAC,4,North Carolina Central,1,100,1,0
East Carolina,AAC,6,Rice,1,87,0,0
East Carolina,AAC,7,UAB,0,84,0,0
East Carolina,AAC,8,Memphis,0,40,0,0
East Carolina,AAC,9,Temple,1,75,0,0
East Carolina,AAC,10,South Florida,1,60,0,0
East Carolina,AAC,11,Charlotte,0,98,0,0
East Carolina,AAC,12,Army,0,46,0,0
East Carolina,AAC,13,Florida Atlantic,1,71,0,0
Florida Atlantic,AAC,1,Florida,0,6,0,1
Florida Atlantic,AAC,2,Navy,1,34,0,0
Florida Atlantic,AAC,3,Florida Intl,1,75,0,0
Florida Atlantic,AAC,4,UL Monroe,0,86,0,0
Florida Atlantic,AAC,5,Texas Southern,1,100,1,0
Florida Atlantic,AAC,7,Army,0,31,0,0
Florida Atlantic,AAC,8,Rice,1,77,0,0
Florida Atlantic,AAC,9,North Texas,0,56,0,0
Florida Atlantic,AAC,10,UTSA,1,41,0,0
Florida Atlantic,AAC,11,Tulsa,0,44,0,0
Florida Atlantic,AAC,12,South Florida,1,45,0,0
Florida Atlantic,AAC,13,East Carolina,0,29,0,0
Memphis,AAC,0,UNLV,0,32,0,0
Memphis,AAC,1,Arkansas State,1,77,0,1
Memphis,AAC,2,Boise State,0,22,0,0
Memphis,AAC,3,UT Martin,1,100,1,0
Memphis,AAC,5,Charlotte,0,98,0,0
Memphis,AAC,6,UAB,1,93,0,0
Memphis,AAC,7,Tulane,0,56,0,0
Memphis,AAC,8,East Carolina,1,60,0,0
Memphis,AAC,9,Army,1,63,0,0
Memphis,AAC,11,South Florida,0,48,0,0
Memphis,AAC,12,Navy,0,36,0,0
Memphis,AAC,13,Temple,1,77,0,0
Navy,AAC,1,Towson,1,97,1,1
Navy,AAC,2,Florida Atlantic,0,66,0,0
Navy,AAC,4,UAB,0,89,0,0
Navy,AAC,5,Air Force,0,53,0,0
Navy,AAC,6,Tulsa,1,80,0,0
Navy,AAC,7,UTSA,0,50,0,0
Navy,AAC,8,North Texas,1,87,0,0
Navy,AAC,9,Notre Dame,1,5,0,0
Navy,AAC,10,Temple,1,82,0,0
Navy,AAC,12,Memphis,1,64,0,0
Navy,AAC,13,Charlotte,0,99,0,0
Navy,AAC,15,Army,0,55,0,0
North Texas,AAC,1,Indiana,0,0,0,0
North Texas,AAC,2,UNLV,1,19,0,0
North Texas,AAC,3,Texas State,0,27,0,0
North Texas,AAC,4,Houston Christian,1,99,1,0
North Texas,AAC,5,Tulsa,0,31,0,0
North Texas,AAC,6,Charlotte,1,96,0,0
North Texas,AAC,8,Navy,0,13,0,0
North Texas,AAC,9,Florida Atlantic,1,44,0,0
North Texas,AAC,10,Rice,1,66,0,0
North Texas,AAC,11,UTSA,0,17,0,0
North Texas,AAC,12,Tulane,0,26,0,0
North Texas,AAC,13,UAB,1,74,0,0
Rice,AAC,1,Houston Christian,1,94,1,1
Rice,AAC,2,Notre Dame,0,0,0,0
Rice,AAC,3,Western Michigan,1,36,0,0
Rice,AAC,4,Fresno State,0,13,0,0
Rice,AAC,5,UTSA,1,21,0,0
Rice,AAC,6,East Carolina,0,13,0,0
Rice,AAC,7,Tulsa,1,37,0,0
Rice,AAC,8,Florida Atlantic,0,23,0,0
Rice,AAC,10,North Texas,0,34,0,0
Rice,AAC,11,Tulane,1,31,0,0
Rice,AAC,12,Temple,0,26,0,0
Rice,AAC,13,Army,1,25,0,0
South Florida,AAC,1,Florida Intl,1,80,0,1
South Florida,AAC,2,Army,0,43,0,0
South Florida,AAC,3,Delaware State,1,100,1,0
South Florida,AAC,4,Bowling Green,0,72,0,0
South Florida,AAC,5,Temple,1,73,0,0
South Florida,AAC,6,UTSA,0,39,0,0
South Florida,AAC,7,Kent State,1,93,0,0
South Florida,AAC,9,UAB,1,91,0,0
South Florida,AAC,10,East Carolina,0,40,0,0
South Florida,AAC,11,Memphis,1,52,0,0
South Florida,AAC,12,Florida Atlantic,0,55,0,0
South Florida,AAC,13,Tulane,1,65,0,0
Temple,AAC,1,Rhode Island,1,78,1,1
Temple,AAC,2,Penn State,1,5,0,0
Temple,AAC,3,Toledo,0,51,0,0
Temple,AAC,4,Army,1,41,0,0
Temple,AAC,5,South Florida,0,27,0,0
Temple,AAC,6,UConn,1,64,0,0
Temple,AAC,7,Charlotte,1,97,0,0
Temple,AAC,9,East Carolina,0,25,0,0
Temple,AAC,10,Navy,0,18,0,0
Temple,AAC,11,UAB,1,81,0,0
Temple,AAC,12,Rice,1,74,0,0
Temple,AAC,13,Memphis,0,23,0,0
Tulane,AAC,1,Duke,0,22,0,1
Tulane,AAC,2,South Alabama,1,78,0,0
Tulane,AAC,3,Kansas State,0,9,0,0
Tulane,AAC,4,Southern Mississippi,1,93,0,0
Tulane,AAC,6,Army,0,36,0,0
Tulane,AAC,7,Memphis,1,44,0,0
Tulane,AAC,8,UTSA,1,46,0,0
Tulane,AAC,9,Charlotte,0,96,0,0
Tulane,AAC,10,Tulsa,1,63,0,0
Tulane,AAC,11,Rice,0,69,0,0
Tulane,AAC,12,North Texas,1,74,0,0
Tulane,AAC,13,South Florida,0,35,0,0
Tulsa,AAC,1,Oklahoma State,1,19,0,1
Tulsa,AAC,2,Sam Houston,0,88,0,0
Tulsa,AAC,3,East Texas A&M,1,100,1,0
Tulsa,AAC,4,Arkansas,0,13,0,0
Tulsa,AAC,5,North Texas,1,69,0,0
Tulsa,AAC,6,Navy,0,20,0,0
Tulsa,AAC,7,Rice,0,63,0,0
Tulsa,AAC,8,Army,1,44,0,0
Tulsa,AAC,10,Tulane,0,37,0,0
Tulsa,AAC,11,Florida Atlantic,1,56,0,0
Tulsa,AAC,12,Charlotte,1,98,0,0
Tulsa,AAC,13,UTSA,0,26,0,0
UAB,AAC,1,Illinois,0,5,0,1
UAB,AAC,2,UL Monroe,1,74,0,0
UAB,AAC,3,UL Lafayette,0,20,0,0
UAB,AAC,4,Navy,1,11,0,0
UAB,AAC,5,Samford,1,96,1,0
UAB,AAC,6,Memphis,0,7,0,0
UAB,AAC,7,East Carolina,1,16,0,0
UAB,AAC,9,South Florida,0,9,0,0
UAB,AAC,10,Charlotte,1,89,0,0
UAB,AAC,11,Temple,0,19,0,0
UAB,AAC,12,UTSA,1,15,0,0
UAB,AAC,13,North Texas,0,26,0,0
UTSA,AAC,1,UT Rio Grande Valley,1,95,1,1
UTSA,AAC,2,Texas State,0,56,0,0
UTSA,AAC,3,Texas,0,2,0,0
UTSA,AAC,4,Colorado State,1,75,0,0
UTSA,AAC,5,Rice,0,79,0,0
UTSA,AAC,6,South Florida,1,61,0,0
UTSA,AAC,7,Navy,1,50,0,0
UTSA,AAC,8,Tulane,0,54,0,0
UTSA,AAC,10,Florida Atlantic,0,59,0,0
UTSA,AAC,11,North Texas,1,83,0,0
UTSA,AAC,12,UAB,0,85,0,0
UTSA,AAC,13,Tulsa,1,74,0,0
California,ACC,1,UCLA,1,49,0,1
California,ACC,2,Syracuse,0,56,0,0
California,ACC,3,Wagner,1,100,1,0
California,ACC,4,Clemson,1,31,0,0
California,ACC,5,UNLV,0,45,0,0
California,ACC,6,Virginia Tech,1,41,0,0
California,ACC,7,Wake Forest,1,58,0,0
California,ACC,8,SMU,0,24,0,0
California,ACC,9,NC State,0,39,0,0
California,ACC,11,Virginia,0,34,0,0
California,ACC,12,Stanford,1,73,0,0
California,ACC,13,Pittsburgh,1,49,0,0
Clemson,ACC,1,LSU,0,23,0,1
Clemson,ACC,2,Georgia Southern,1,96,0,0
Clemson,ACC,3,North Carolina,1,80,0,0
Clemson,ACC,4,California,0,69,0,0
Clemson,ACC,5,Miami,1,34,0,0
Clemson,ACC,7,Charleston Southern,1,100,1,0
Clemson,ACC,8,Virginia Tech,1,67,0,0
Clemson,ACC,9,Florida State,0,54,0,0
Clemson,ACC,10,Syracuse,0,79,0,0
Clemson,ACC,11,Georgia Tech,1,75,0,0
Clemson,ACC,12,Duke,0,63,0,0
Clemson,ACC,13,South Carolina,1,59,0,0
Duke,ACC,1,Tulane,1,78,0,1
Duke,ACC,2,Illinois,0,33,0,0
Duke,ACC,3,Stanford,1,77,0,0
Duke,ACC,4,William & Mary,1,100,1,0
Duke,ACC,6,Georgia Tech,0,42,0,0
Duke,ACC,7,North Carolina,1,63,0,0
Duke,ACC,8,Virginia,0,40,0,0
Duke,ACC,9,Boston College,1,76,0,0
Duke,ACC,10,NC State,0,45,0,0
Duke,ACC,11,Miami,0,9,0,0
Duke,ACC,12,Clemson,1,37,0,0
Duke,ACC,13,Wake Forest,0,49,0,0
Florida State,ACC,0,New Mexico State,1,98,0,0
Florida State,ACC,1,SMU,1,46,0,1
Florida State,ACC,3,Alabama,0,17,0,1
Florida State,ACC,4,Central Arkansas,1,100,1,0
Florida State,ACC,5,Virginia,1,64,0,0
Florida State,ACC,6,Louisville,0,36,0,0
Florida State,ACC,7,Miami,0,14,0,0
Florida State,ACC,9,Clemson,1,46,0,0
Florida State,ACC,10,Boston College,0,72,0,0
Florida State,ACC,11,Pittsburgh,0,49,0,0
Florida State,ACC,12,NC State,1,68,0,0
Florida State,ACC,13,Florida,1,39,0,0
Georgia Tech,ACC,1,Colorado,1,70,0,1
Georgia Tech,ACC,2,Tennessee,1,29,0,0
Georgia Tech,ACC,3,Mercer,1,100,1,0
Georgia Tech,ACC,4,Stanford,0,66,0,0
Georgia Tech,ACC,6,Duke,1,58,0,0
Georgia Tech,ACC,7,Virginia Tech,0,33,0,0
Georgia Tech,ACC,8,Boston College,1,77,0,0
Georgia Tech,ACC,9,Pittsburgh,0,41,0,0
Georgia Tech,ACC,10,Louisville,1,43,0,0
Georgia Tech,ACC,11,Clemson,0,25,0,0
Georgia Tech,ACC,12,Wake Forest,1,64,0,0
Georgia Tech,ACC,13,Georgia,0,5,0,0
Louisville,ACC,1,Ole Miss,0,30,0,1
Louisville,ACC,2,Villanova,1,100,1,0
Louisville,ACC,3,SMU,1,50,0,1
Louisville,ACC,4,Wake Forest,1,77,0,0
Louisville,ACC,5,NC State,0,61,0,0
Louisville,ACC,6,Florida State,1,64,0,0
Louisville,ACC,7,Syracuse,0,75,0,0
Louisville,ACC,9,Stanford,1,87,0,0
Louisville,ACC,10,Georgia Tech,0,57,0,0
Louisville,ACC,11,North Carolina,0,64,0,0
Louisville,ACC,12,Pittsburgh,1,70,0,0
Louisville,ACC,13,Kentucky,0,64,0,0
Miami,ACC,1,Stanford,0,93,0,1
Miami,ACC,2,Florida A&M,1,100,1,0
Miami,ACC,3,Wake Forest,0,87,0,0
Miami,ACC,4,Central Michigan,1,100,0,0
Miami,ACC,5,Clemson,0,66,0,0
Miami,ACC,7,Florida State,1,86,0,0
Miami,ACC,8,Pittsburgh,1,90,0,0
Miami,ACC,9,North Carolina,0,86,0,0
Miami,ACC,10,Notre Dame,0,29,0,0
Miami,ACC,11,Duke,1,91,0,0
Miami,ACC,12,Virginia Tech,1,85,0,0
Miami,ACC,13,Boston College,1,97,0,0
NC State,ACC,0,Virginia,0,38,0,0
NC State,ACC,2,Richmond,1,100,1,0
NC State,ACC,3,Vanderbilt,0,29,0,0
NC State,ACC,4,Appalachian State,1,93,0,0
NC State,ACC,5,Louisville,1,39,0,0
NC State,ACC,6,Wake Forest,1,61,0,0
NC State,ACC,8,Stanford,0,62,0,0
NC State,ACC,9,California,1,61,0,0
NC State,ACC,10,Duke,1,55,0,0
NC State,ACC,11,Syracuse,1,73,0,0
NC State,ACC,12,Florida State,0,32,0,0
NC State,ACC,13,North Carolina,0,46,0,0
North Carolina,ACC,0,TCU,0,28,0,0
North Carolina,ACC,2,East Tennessee State,1,100,1,0
North Carolina,ACC,3,Clemson,0,20,0,0
North Carolina,ACC,5,Notre Dame,1,7,0,0
North Carolina,ACC,6,Pittsburgh,0,35,0,0
North Carolina,ACC,7,Duke,0,37,0,0
North Carolina,ACC,8,Syracuse,1,70,0,0
North Carolina,ACC,9,Miami,1,14,0,0
North Carolina,ACC,10,UConn,0,82,0,0
North Carolina,ACC,11,Louisville,1,36,0,0
North Carolina,ACC,12,Virginia,0,35,0,0
North Carolina,ACC,13,NC State,1,54,0,0
Pittsburgh,ACC,1,Miami-OH,1,86,0,1
Pittsburgh,ACC,2,UCF,1,69,0,0
Pittsburgh,ACC,3,Syracuse,1,76,0,0
Pittsburgh,ACC,4,Bucknell,1,100,1,0
Pittsburgh,ACC,5,Virginia Tech,0,34,0,0
Pittsburgh,ACC,6,North Carolina,1,65,0,0
Pittsburgh,ACC,7,Boston College,0,66,0,0
Pittsburgh,ACC,8,Miami,0,10,0,0
Pittsburgh,ACC,9,Georgia Tech,1,59,0,0
Pittsburgh,ACC,11,Florida State,1,51,0,0
Pittsburgh,ACC,12,Louisville,0,30,0,0
Pittsburgh,ACC,13,California,0,51,0,0
SMU,ACC,1,Florida State,0,54,0,1
SMU,ACC,2,UC Davis,1,100,1,0
SMU,ACC,3,Louisville,0,50,0,1
SMU,ACC,4,Missouri State,1,99,0,0
SMU,ACC,5,Boston College,1,87,0,0
SMU,ACC,7,Virginia,1,69,0,0
SMU,ACC,8,California,1,76,0,0
SMU,ACC,9,Syracuse,0,75,0,0
SMU,ACC,10,Virginia Tech,1,62,0,0
SMU,ACC,11,Wake Forest,1,77,0,0
SMU,ACC,12,Notre Dame,0,10,0,0
SMU,ACC,13,Stanford,0,78,0,0
Stanford,ACC,0,Hawaii,1,63,0,0
Stanford,ACC,1,Miami,1,7,0,1
Stanford,ACC,3,Duke,0,23,0,0
Stanford,ACC,4,Georgia Tech,1,34,0,0
Stanford,ACC,5,Wake Forest,0,28,0,0
Stanford,ACC,6,Notre Dame,0,1,0,0
Stanford,ACC,7,Elon,1,100,1,0
Stanford,ACC,8,NC State,1,38,0,0
Stanford,ACC,9,Louisville,0,13,0,0
Stanford,ACC,11,Virginia Tech,0,15,0,0
Stanford,ACC,12,California,0,27,0,0
Stanford,ACC,13,SMU,1,22,0,0
Virginia,ACC,0,NC State,1,62,0,0
Virginia,ACC,2,Norfolk State,1,100,1,0
Virginia,ACC,3,West Virginia,1,73,0,0
Virginia,ACC,4,Delaware,1,95,0,0
Virginia,ACC,5,Florida State,0,36,0,0
Virginia,ACC,6,Syracuse,1,77,0,0
Virginia,ACC,7,SMU,0,31,0,0
Virginia,ACC,8,Duke,1,60,0,0
Virginia,ACC,9,Wake Forest,0,51,0,0
Virginia,ACC,11,California,1,66,0,0
Virginia,ACC,12,North Carolina,1,65,0,0
Virginia,ACC,13,Virginia Tech,0,35,0,0
Virginia Tech,ACC,1,VMI,1,100,1,0
Virginia Tech,ACC,2,Old Dominion,1,91,0,0
Virginia Tech,ACC,3,Maryland,0,59,0,0
Virginia Tech,ACC,4,Boston College,0,73,0,0
Virginia Tech,ACC,5,Pittsburgh,1,66,0,0
Virginia Tech,ACC,6,California,0,59,0,0
Virginia Tech,ACC,7,Georgia Tech,1,67,0,0
Virginia Tech,ACC,8,Clemson,0,33,0,0
Virginia Tech,ACC,10,SMU,0,38,0,0
Virginia Tech,ACC,11,Stanford,1,85,0,0
Virginia Tech,ACC,12,Miami,0,15,0,0
Virginia Tech,ACC,13,Virginia,1,65,0,0
Wake Forest,ACC,1,Akron,1,93,0,1
Wake Forest,ACC,2,Purdue,0,62,0,0
Wake Forest,ACC,3,Miami,1,13,0,0
Wake Forest,ACC,4,Louisville,0,23,0,0
Wake Forest,ACC,5,Stanford,1,72,0,0
Wake Forest,ACC,6,NC State,0,39,0,0
Wake Forest,ACC,7,California,0,42,0,0
Wake Forest,ACC,9,Virginia,1,49,0,0
Wake Forest,ACC,10,Merrimack,1,100,1,0
Wake Forest,ACC,11,SMU,0,23,0,0
Wake Forest,ACC,12,Georgia Tech,0,36,0,0
Wake Forest,ACC,13,Duke,1,51,0,0
Arizona,Big 12,1,Northern Arizona,1,95,1,1
Arizona,Big 12,2,BYU,0,28,0,0
Arizona,Big 12,3,Northern Illinois,1,99,0,0
Arizona,Big 12,4,Washington State,0,83,0,0
Arizona,Big 12,5,Cincinnati,1,73,0,0
Arizona,Big 12,6,West Virginia,0,70,0,0
Arizona,Big 12,8,Iowa State,1,81,0,0
Arizona,Big 12,9,Texas Tech,0,13,0,0
Arizona,Big 12,10,TCU,1,61,0,0
Arizona,Big 12,11,Utah,1,52,0,0
Arizona,Big 12,12,Kansas State,0,42,0,0
Arizona,Big 12,13,Arizona State,1,68,0,0
Arizona State,Big 12,1,Morgan State,1,100,1,0
Arizona State,Big 12,2,Texas A&M,0,17,0,1
Arizona State,Big 12,3,Kansas,0,51,0,0
Arizona State,Big 12,5,Baylor,1,63,0,0
Arizona State,Big 12,6,Hawaii,1,83,0,0
Arizona State,Big 12,7,Texas Tech,0,8,0,0
Arizona State,Big 12,8,Kansas State,1,46,0,0
Arizona State,Big 12,9,BYU,0,20,0,0
Arizona State,Big 12,10,Colorado,1,72,0,0
Arizona State,Big 12,11,UCF,0,55,0,0
Arizona State,Big 12,12,Oklahoma State,1,55,0,0
Arizona State,Big 12,13,Arizona,0,32,0,0
Baylor,Big 12,1,Auburn,0,29,0,1
Baylor,Big 12,2,Prairie View A&M,1,100,1,0
Baylor,Big 12,3,Louisiana Tech,1,87,0,0
Baylor,Big 12,4,Colorado,1,67,0,0
Baylor,Big 12,5,Arizona State,0,37,0,0
Baylor,Big 12,7,TCU,1,44,0,0
Baylor,Big 12,8,Kansas,0,45,0,0
Baylor,Big 12,9,UCF,0,49,0,0
Baylor,Big 12,10,Iowa State,1,67,0,0
Baylor,Big 12,11,BYU,0,16,0,0
Baylor,Big 12,12,Texas Tech,1,12,0,0
Baylor,Big 12,13,Houston,0,32,0,0
BYU,Big 12,1,Utah Tech,1,100,1,0
BYU,Big 12,2,Arizona,1,72,0,0
BYU,Big 12,3,Colorado State,0,94,0,0
BYU,Big 12,5,TCU,0,61,0,0
BYU,Big 12,6,Iowa State,1,90,0,0
BYU,Big 12,7,Notre Dame,1,28,0,0
BYU,Big 12,8,UCF,0,79,0,0
BYU,Big 12,9,Arizona State,1,80,0,0
BYU,Big 12,10,Utah,0,53,0,0
BYU,Big 12,11,Baylor,1,84,0,0
BYU,Big 12,12,Kansas,0,75,0,0
BYU,Big 12,13,Cincinnati,1,84,0,0
Cincinnati,Big 12,1,Boston College,1,70,0,1
Cincinnati,Big 12,2,Western Carolina,1,100,1,0
Cincinnati,Big 12,3,Miami-OH,1,77,0,0
Cincinnati,Big 12,4,Kansas State,1,40,0,0
Cincinnati,Big 12,5,Arizona,0,27,0,0
Cincinnati,Big 12,7,West Virginia,0,54,0,0
Cincinnati,Big 12,8,Texas Tech,1,12,0,0
Cincinnati,Big 12,9,Utah,1,36,0,0
Cincinnati,Big 12,10,Houston,0,32,0,0
Cincinnati,Big 12,11,Iowa State,0,53,0,0
Cincinnati,Big 12,12,Colorado,1,67,0,0
Cincinnati,Big 12,13,BYU,0,16,0,0
Colorado,Big 12,1,Georgia Tech,0,30,0,1
Colorado,Big 12,2,Weber State,1,100,1,0
Colorado,Big 12,3,Northwestern,0,32,0,0
Colorado,Big 12,4,Baylor,0,33,0,0
Colorado,Big 12,5,Texas Tech,1,7,0,0
Colorado,Big 12,7,Utah,1,26,0,0
Colorado,Big 12,8,Oklahoma State,0,26,0,0
Colorado,Big 12,9,Kansas State,1,30,0,0
Colorado,Big 12,10,Arizona State,0,28,0,0
Colorado,Big 12,11,Houston,1,36,0,0
Colorado,Big 12,12,Cincinnati,0,33,0,0
Colorado,Big 12,13,UCF,1,53,0,0
Houston,Big 12,1,Oregon State,1,90,0,1
Houston,Big 12,2,Southern,1,100,1,0
Houston,Big 12,3,Texas Tech,0,19,0,1
Houston,Big 12,4,Georgia Southern,0,86,0,0
Houston,Big 12,5,UCF,1,73,0,0
Houston,Big 12,6,Kansas State,0,36,0,0
Houston,Big 12,7,Oklahoma State,1,61,0,0
Houston,Big 12,8,Utah,0,32,0,0
Houston,Big 12,10,Cincinnati,1,68,0,0
Houston,Big 12,11,Colorado,0,64,0,0
Houston,Big 12,12,West Virginia,0,64,0,0
Houston,Big 12,13,Baylor,1,68,0,0
Iowa State,Big 12,1,Southeast Missouri State,1,96,1,1
Iowa State,Big 12,2,Iowa,0,13,0,0
Iowa State,Big 12,3,Bowling Green,1,89,0,0
Iowa State,Big 12,4,Utah,1,27,0,0
Iowa State,Big 12,5,West Virginia,1,58,0,0
Iowa State,Big 12,6,BYU,0,10,0,0
Iowa State,Big 12,8,Arizona,0,19,0,0
Iowa State,Big 12,9,Oklahoma State,1,39,0,0
Iowa State,Big 12,10,Baylor,0,33,0,0
Iowa State,Big 12,11,Cincinnati,1,47,0,0
Iowa State,Big 12,12,UCF,0,39,0,0
Iowa State,Big 12,13,Kansas State,1,30,0,0
Kansas,Big 12,1,Long Island University,1,100,1,0
Kansas,Big 12,2,Missouri,1,33,0,1
Kansas,Big 12,3,Arizona State,1,49,0,0
Kansas,Big 12,5,Middle Tennessee,1,99,0,0
Kansas,Big 12,6,Utah,0,21,0,0
Kansas,Big 12,7,Kansas State,0,25,0,0
Kansas,Big 12,8,Baylor,1,55,0,0
Kansas,Big 12,9,TCU,0,28,0,0
Kansas,Big 12,10,UCF,1,61,0,0
Kansas,Big 12,11,West Virginia,0,51,0,0
Kansas,Big 12,12,BYU,1,25,0,0
Kansas,Big 12,13,Oklahoma State,0,33,0,0
Kansas State,Big 12,1,Nicholls,1,100,1,0
Kansas State,Big 12,2,Washington State,1,91,0,0
Kansas State,Big 12,3,Tulane,1,91,0,0
Kansas State,Big 12,4,Cincinnati,0,60,0,0
Kansas State,Big 12,6,Houston,1,64,0,0
Kansas State,Big 12,7,Kansas,1,75,0,0
Kansas State,Big 12,8,Arizona State,0,54,0,0
Kansas State,Big 12,9,Colorado,0,70,0,0
Kansas State,Big 12,10,Oklahoma State,1,67,0,0
Kansas State,Big 12,11,TCU,0,46,0,0
Kansas State,Big 12,12,Arizona,1,58,0,0
Kansas State,Big 12,13,Iowa State,0,70,0,0
TCU,Big 12,0,North Carolina,1,72,0,0
TCU,Big 12,2,Grambling,1,100,1,0
TCU,Big 12,3,Arkansas State,1,93,0,0
TCU,Big 12,4,UCF,0,62,0,0
TCU,Big 12,5,BYU,1,39,0,0
TCU,Big 12,7,Baylor,0,56,0,0
TCU,Big 12,8,West Virginia,1,79,0,0
TCU,Big 12,9,Kansas,1,72,0,0
TCU,Big 12,10,Arizona,0,39,0,0
TCU,Big 12,11,Kansas State,1,54,0,0
TCU,Big 12,12,Utah,1,49,0,0
TCU,Big 12,13,Texas Tech,0,11,0,0
Texas Tech,Big 12,1,Abilene Christian,1,100,1,0
Texas Tech,Big 12,2,Oregon State,0,98,0,0
Texas Tech,Big 12,3,Houston,1,81,0,1
Texas Tech,Big 12,4,Sam Houston,1,100,0,0
Texas Tech,Big 12,5,Colorado,0,93,0,0
Texas Tech,Big 12,7,Arizona State,1,92,0,0
Texas Tech,Big 12,8,Cincinnati,0,88,0,0
Texas Tech,Big 12,9,Arizona,1,87,0,0
Texas Tech,Big 12,10,West Virginia,1,97,0,0
Texas Tech,Big 12,11,Oklahoma State,0,84,0,0
Texas Tech,Big 12,12,Baylor,0,88,0,0
Texas Tech,Big 12,13,TCU,1,89,0,0
UCF,Big 12,1,Bethune-Cookman,1,99,1,1
UCF,Big 12,2,Pittsburgh,0,31,0,0
UCF,Big 12,3,Georgia State,1,99,0,0
UCF,Big 12,4,TCU,1,38,0,0
UCF,Big 12,5,Houston,0,27,0,0
UCF,Big 12,6,Oklahoma State,0,29,0,0
UCF,Big 12,8,BYU,1,21,0,0
UCF,Big 12,9,Baylor,1,51,0,0
UCF,Big 12,10,Kansas,0,39,0,0
UCF,Big 12,11,Arizona State,1,45,0,0
UCF,Big 12,12,Iowa State,1,61,0,0
UCF,Big 12,13,Colorado,0,47,0,0
Utah,Big 12,1,Idaho,1,98,1,1
Utah,Big 12,2,Arkansas,1,76,0,0
Utah,Big 12,3,Utah State,1,95,0,0
Utah,Big 12,4,Iowa State,0,73,0,0
Utah,Big 12,6,Kansas,1,79,0,0
Utah,Big 12,7,Colorado,0,74,0,0
Utah,Big 12,8,Houston,1,68,0,0
Utah,Big 12,9,Cincinnati,0,64,0,0
Utah,Big 12,10,BYU,1,47,0,0
Utah,Big 12,11,Arizona,0,48,0,0
Utah,Big 12,12,TCU,0,51,0,0
Utah,Big 12,13,West Virginia,1,84,0,0
West Virginia,Big 12,1,Coastal Carolina,1,92,0,1
West Virginia,Big 12,2,UT Martin,1,100,1,0
West Virginia,Big 12,3,Virginia,0,27,0,0
West Virginia,Big 12,4,Oklahoma State,1,39,0,0
West Virginia,Big 12,5,Iowa State,0,42,0,0
West Virginia,Big 12,6,Arizona,1,30,0,0
West Virginia,Big 12,7,Cincinnati,1,46,0,0
West Virginia,Big 12,8,TCU,0,21,0,0
West Virginia,Big 12,10,Texas Tech,0,3,0,0
West Virginia,Big 12,11,Kansas,1,49,0,0
West Virginia,Big 12,12,Houston,1,36,0,0
West Virginia,Big 12,13,Utah,0,16,0,0
Illinois,Big Ten,1,UAB,1,95,0,1
Illinois,Big Ten,2,Duke,1,67,0,0
Illinois,Big Ten,3,Southern Illinois,1,100,1,0
Illinois,Big Ten,4,Ohio State,0,3,0,0
Illinois,Big Ten,5,Purdue,1,86,0,0
Illinois,Big Ten,6,Michigan State,0,68,0,0
Illinois,Big Ten,8,Oregon,1,11,0,0
Illinois,Big Ten,9,Maryland,0,59,0,0
Illinois,Big Ten,10,Nebraska,1,62,0,0
Illinois,Big Ten,11,UCLA,0,55,0,0
Illinois,Big Ten,12,Iowa,1,45,0,0
Illinois,Big Ten,13,Northwestern,0,56,0,0
Indiana,Big Ten,1,North Texas,1,100,0,0
Indiana,Big Ten,2,Howard,1,100,1,0
Indiana,Big Ten,3,Western Kentucky,1,99,0,0
Indiana,Big Ten,4,Northwestern,1,95,0,0
Indiana,Big Ten,5,Rutgers,0,93,0,0
Indiana,Big Ten,6,Nebraska,0,86,0,0
Indiana,Big Ten,7,Ohio State,1,36,0,0
Indiana,Big Ten,8,Michigan,0,67,0,0
Indiana,Big Ten,9,Minnesota,1,95,0,0
Indiana,Big Ten,11,USC,1,78,0,0
Indiana,Big Ten,12,Washington,0,71,0,0
Indiana,Big Ten,13,Purdue,1,99,0,0
Iowa,Big Ten,1,Northern Illinois,1,97,0,1
Iowa,Big Ten,2,Iowa State,1,87,0,0
Iowa,Big Ten,3,Northern Iowa,1,100,1,0
